bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
2043794,2183,HB4930,1,Introduced,2025-09-11,"Health: licensing; name requirements for licensure; provide for. Amends sec. 16177 of 1978 PA 368 (MCL 333.16177).","Health: licensing; name requirements for licensure; provide for. Amends sec. 16177 of 1978 PA 368 (MCL 333.16177).",5081,"House Rules",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4930/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4930
2043849,2183,HB4931,1,Introduced,2025-09-11,"Civil rights: open meetings; remote meeting participation for licensing board meetings; allow. Amends sec. 3a of 1976 PA 267 (MCL 15.263a).","Civil rights: open meetings; remote meeting participation for licensing board meetings; allow. Amends sec. 3a of 1976 PA 267 (MCL 15.263a).",895,"House Regulatory Reform",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4931/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4931
2043819,2183,HB4932,1,Introduced,2025-09-11,"Health occupations: pharmacists; continuing education requirements for pharmacists and pharmacy technicians; modify. Amends sec. 17731 of 1978 PA 368 (MCL 333.17731).","Health occupations: pharmacists; continuing education requirements for pharmacists and pharmacy technicians; modify. Amends sec. 17731 of 1978 PA 368 (MCL 333.17731).",892,"House Health Policy",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4932/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4932
2043789,2183,HB4933,1,Introduced,2025-09-11,"Occupations: employment agencies; deregulation of personnel agencies; provide for. Amends secs. 303a & 411 of 1980 PA 299 (MCL 339.303aq & 339.411) & repeals art. 10 of 1980 PA 299 (MCL 339.1001 - 339.1022) & sec. 27 of 1979 PA 152 (MCL 338.2227).","Occupations: employment agencies; deregulation of personnel agencies; provide for. Amends secs. 303a & 411 of 1980 PA 299 (MCL 339.303aq & 339.411) & repeals art. 10 of 1980 PA 299 (MCL 339.1001 - 339.1022) & sec. 27 of 1979 PA 152 (MCL 338.2227).",5089,"House Economic Competitiveness",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4933/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4933
2043803,2183,HB4934,1,Introduced,2025-09-11,"Health occupations: psychologists; relicensure to serve as renewal; allow. Amends sec. 18223 of 1978 PA 368 (MCL 333.18223).","Health occupations: psychologists; relicensure to serve as renewal; allow. Amends sec. 18223 of 1978 PA 368 (MCL 333.18223).",892,"House Health Policy",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4934/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4934
2043836,2183,HB4935,1,Introduced,2025-09-11,"Health occupations: dentists; dentist and dental hygienist compact; enact. Amends sec. 16601 of 1978 PA 368 (MCL 333.16601) & adds secs. 16187b & 16611a.","Health occupations: dentists; dentist and dental hygienist compact; enact. Amends sec. 16601 of 1978 PA 368 (MCL 333.16601) & adds secs. 16187b & 16611a.",892,"House Health Policy",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4935/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4935
2043776,2183,HB4936,1,Introduced,2025-09-11,"Highways: bridges; fees for unpaid tolls; limit the amount that may be charged for certain toll bridges. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding title & sec. 818a.","Highways: bridges; fees for unpaid tolls; limit the amount that may be charged for certain toll bridges. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding title & sec. 818a.",2834,"House Transportation And Infrastructure",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4936/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4936
2043817,2183,HB4937,1,Introduced,2025-09-11,"Natural resources: hunting; backup shooter bear hunting license; provide for. Amends sec. 43528 of 1994 PA 451 (MCL 324.43528).","Natural resources: hunting; backup shooter bear hunting license; provide for. Amends sec. 43528 of 1994 PA 451 (MCL 324.43528).",5004,"House Natural Resources And Tourism",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4937/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4937
2043787,2183,HB4938,1,Introduced,2025-09-11,"State: other; distribution of certain material; prohibit. Creates new act.","State: other; distribution of certain material; prohibit. Creates new act.",821,"House Judiciary",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4938/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4938
2043783,2183,HB4939,1,Introduced,2025-09-11,"Criminal procedure: sentencing guidelines; sentencing guidelines for distribution of certain material; create. Amends sec. 17d, ch. XVII of 1927 PA 175 (MCL 777.17d). TIE BAR WITH: HB 4938'25","Criminal procedure: sentencing guidelines; sentencing guidelines for distribution of certain material; create. Amends sec. 17d, ch. XVII of 1927 PA 175 (MCL 777.17d). TIE BAR WITH: HB 4938'25",821,"House Judiciary",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4939/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4939
2043833,2183,HB4940,1,Introduced,2025-09-11,"Environmental protection: underground storage tanks; underground storage tank corrective action fund; modify. Amends secs. 21502, 21503, 21506a, 21506b, 21510, 21510a, 21510d, 21515, 21516, 21518, 21519, 21519a, 21521, 21524 & 21548 of 1994 PA 451 (MCL 324.21502 et seq.) & repeals sec. 21510c of 1994 PA 451 (MCL 324.21510c).","Environmental protection: underground storage tanks; underground storage tank corrective action fund; modify. Amends secs. 21502, 21503, 21506a, 21506b, 21510, 21510a, 21510d, 21515, 21516, 21518, 21519, 21519a, 21521, 21524 & 21548 of 1994 PA 451 (MCL 324.21502 et seq.) & repeals sec. 21510c of 1994 PA 451 (MCL 324.21510c).",5004,"House Natural Resources And Tourism",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4940/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4940
2043804,2183,HB4941,1,Introduced,2025-09-11,"Alienage: other; certain immigration enforcement agreements; prohibit. Creates new act.","Alienage: other; certain immigration enforcement agreements; prohibit. Creates new act.",899,"House Government Operations",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4941/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4941
2043854,2183,HB4942,1,Introduced,2025-09-11,"State management: funds; certain activities that violate the state constitution; prohibit the expenditure of state or local funds on. Creates new act.","State management: funds; certain activities that violate the state constitution; prohibit the expenditure of state or local funds on. Creates new act.",899,"House Government Operations",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4942/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4942
2043818,2183,HB4943,1,Introduced,2025-09-11,"State management: funds; expenditure of public funds for certain unconstitutional purposes; prohibit. Creates new act.","State management: funds; expenditure of public funds for certain unconstitutional purposes; prohibit. Creates new act.",899,"House Government Operations",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4943/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4943
2043822,2183,HB4944,1,Introduced,2025-09-11,"Criminal procedure: other; right to due process; provide for. Amends sec. 13, ch. IV of 1927 PA 175 (MCL 764.13) & adds sec. 1a to ch. III.","Criminal procedure: other; right to due process; provide for. Amends sec. 13, ch. IV of 1927 PA 175 (MCL 764.13) & adds sec. 1a to ch. III.",899,"House Government Operations",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4944/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4944
2043813,2183,HB4945,1,Introduced,2025-09-11,"Highways: memorial; portion of M-43 in Ingham County; designate as the ""Magic Johnson Way"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 5b.","Highways: memorial; portion of M-43 in Ingham County; designate as the ""Magic Johnson Way"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 5b.",2834,"House Transportation And Infrastructure",2025-09-16,"Bill Electronically Reproduced 09/11/2025",https://legiscan.com/MI/bill/HB4945/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HB-4945
1907531,2183,HR0001,4,Passed,2025-01-08,"A resolution to prescribe the Standing Rules for the 2025-2026 session of the House of Representatives.","A resolution to prescribe the Standing Rules for the 2025-2026 session of the House of Representatives.",0,,2025-01-08,Adopted,https://legiscan.com/MI/bill/HR0001/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0001
1907409,2183,HR0002,4,Passed,2025-01-08,"A resolution to provide for Rachelle Smit to be Speaker Pro Tempore of the House of Representatives for the One Hundred Third Legislature.","A resolution to provide for Rachelle Smit to be Speaker Pro Tempore of the House of Representatives for the One Hundred Third Legislature.",0,,2025-01-08,"Roll Call Roll Call #2 Yeas 110 Nays 0 Excused 0 Not Voting 0",https://legiscan.com/MI/bill/HR0002/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0002
1907450,2183,HR0003,4,Passed,2025-01-08,"A resolution to provide for Scott E. Starr to be the Clerk of the House of Representatives for the One Hundred Third Legislature.","A resolution to provide for Scott E. Starr to be the Clerk of the House of Representatives for the One Hundred Third Legislature.",0,,2025-01-08,"Roll Call Roll Call #3 Yeas 110 Nays 0 Excused 0 Not Voting 0",https://legiscan.com/MI/bill/HR0003/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0003
1907420,2183,HR0004,4,Passed,2025-01-08,"A resolution to fix the hour for daily sessions.","A resolution to fix the hour for daily sessions.",0,,2025-01-08,Adopted,https://legiscan.com/MI/bill/HR0004/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0004
1907346,2183,HR0005,4,Passed,2025-01-08,"A resolution to direct the Clerk to notify the Governor that the House of Representatives has assembled and is ready to proceed with the business of the session.","A resolution to direct the Clerk to notify the Governor that the House of Representatives has assembled and is ready to proceed with the business of the session.",0,,2025-01-08,Adopted,https://legiscan.com/MI/bill/HR0005/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0005
1907494,2183,HR0006,4,Passed,2025-01-08,"A resolution to direct the Clerk to notify the Senate that the House of Representatives has assembled and is ready to proceed with the business of the session.","A resolution to direct the Clerk to notify the Senate that the House of Representatives has assembled and is ready to proceed with the business of the session.",0,,2025-01-08,Adopted,https://legiscan.com/MI/bill/HR0006/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0006
1908237,2183,HR0007,4,Passed,2025-01-09,"A resolution to create the Select Committee on Protecting Michigan Employees and Small Businesses.","A resolution to create the Select Committee on Protecting Michigan Employees and Small Businesses.",0,,2025-01-09,Adopted,https://legiscan.com/MI/bill/HR0007/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0007
1924339,2183,HR0008,4,Passed,2025-01-16,"A resolution to declare January 13, 2025, as Delta Sigma Theta Sorority, Incorporated, Day in the state of Michigan.","A resolution to declare January 13, 2025, as Delta Sigma Theta Sorority, Incorporated, Day in the state of Michigan.",0,,2025-01-16,Adopted,https://legiscan.com/MI/bill/HR0008/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0008
1937420,2183,HR0009,4,Passed,2025-01-23,"A resolution to declare January 26-February 1, 2025, as School Choice Week in the state of Michigan.","A resolution to declare January 26-February 1, 2025, as School Choice Week in the state of Michigan.",0,,2025-01-23,Adopted,https://legiscan.com/MI/bill/HR0009/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0009
1937829,2183,HR0010,4,Passed,2025-01-23,"A resolution to declare January 27, 2025, as Holocaust Remembrance Day in the state of Michigan.","A resolution to declare January 27, 2025, as Holocaust Remembrance Day in the state of Michigan.",0,,2025-01-23,Adopted,https://legiscan.com/MI/bill/HR0010/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0010
1937289,2183,HR0011,4,Passed,2025-01-23,"A resolution to declare January 26-February 1, 2025, as Catholic Schools Week in the state of Michigan.","A resolution to declare January 26-February 1, 2025, as Catholic Schools Week in the state of Michigan.",0,,2025-01-23,Adopted,https://legiscan.com/MI/bill/HR0011/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0011
1944137,2183,HR0012,4,Passed,2025-01-28,"A resolution to declare January 2025 as National Stalking Awareness Month in the state of Michigan.","A resolution to declare January 2025 as National Stalking Awareness Month in the state of Michigan.",0,,2025-01-28,Adopted,https://legiscan.com/MI/bill/HR0012/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0012
1946178,2183,HR0013,4,Passed,2025-01-29,"A resolution of tribute offered as a memorial for President Jimmy Carter.","A resolution of tribute offered as a memorial for President Jimmy Carter.",0,,2025-01-29,Adopted,https://legiscan.com/MI/bill/HR0013/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0013
1946118,2183,HR0014,4,Passed,2025-01-29,"A resolution to provide for a procedure for the required disclosures related to enhancement grants under Rule 52 of the Standing Rules of the House of Representatives.","A resolution to provide for a procedure for the required disclosures related to enhancement grants under Rule 52 of the Standing Rules of the House of Representatives.",0,,2025-01-29,"Roll Call Roll Call #6 Yeas 105 Nays 0 Excused 0 Not Voting 5",https://legiscan.com/MI/bill/HR0014/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0014
1946303,2183,HR0015,1,Introduced,2025-01-29,"A resolution to condemn the sweeping presidential pardons for those involved in the attempted coup to overturn the 2020 presidential election at the United States Capitol.","A resolution to condemn the sweeping presidential pardons for those involved in the attempted coup to overturn the 2020 presidential election at the United States Capitol.",899,"House Government Operations",2025-01-29,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0015/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0015
1948869,2183,HR0016,4,Passed,2025-01-30,"A resolution to declare January 2025 as Radon Action Month in the state of Michigan.","A resolution to declare January 2025 as Radon Action Month in the state of Michigan.",0,,2025-01-30,Adopted,https://legiscan.com/MI/bill/HR0016/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0016
1949139,2183,HR0017,4,Passed,2025-01-30,"A resolution of tribute offered as a memorial for James McNutt, former member of the House of Representatives.","A resolution of tribute offered as a memorial for James McNutt, former member of the House of Representatives.",0,,2025-01-30,"Adopted By Unanimous Standing Vote",https://legiscan.com/MI/bill/HR0017/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0017
1956589,2183,HR0018,4,Passed,2025-02-05,"A resolution to declare February 2025 as American Heart Month and February 5, 2025, as National Wear Red Day in the state of Michigan.","A resolution to declare February 2025 as American Heart Month and February 5, 2025, as National Wear Red Day in the state of Michigan.",0,,2025-02-05,Adopted,https://legiscan.com/MI/bill/HR0018/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0018
1959231,2183,HR0019,4,Passed,2025-02-11,"A resolution to amend the Standing Rules of the House of Representatives.","A resolution to amend the Standing Rules of the House of Representatives.",0,,2025-02-11,"Roll Call Roll Call #7 Yeas 56 Nays 50 Excused 0 Not Voting 4",https://legiscan.com/MI/bill/HR0019/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0019
1965582,2183,HR0020,4,Passed,2025-02-11,"A resolution to declare February 2025 as Career and Technical Education Month in the state of Michigan.","A resolution to declare February 2025 as Career and Technical Education Month in the state of Michigan.",0,,2025-02-11,Adopted,https://legiscan.com/MI/bill/HR0020/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0020
1965425,2183,HR0021,4,Passed,2025-02-11,"A resolution to declare February 11, 2025, as White Shirt Day in the state of Michigan.","A resolution to declare February 11, 2025, as White Shirt Day in the state of Michigan.",0,,2025-02-11,Adopted,https://legiscan.com/MI/bill/HR0021/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0021
1975355,2183,HR0022,4,Passed,2025-02-19,"A resolution to declare February 2025 as Black History Month in the state of Michigan.","A resolution to declare February 2025 as Black History Month in the state of Michigan.",0,,2025-02-19,Adopted,https://legiscan.com/MI/bill/HR0022/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0022
1975468,2183,HR0023,4,Passed,2025-02-19,"A resolution to declare February 14, 2025, as Frederick Douglass Day in the state of Michigan.","A resolution to declare February 14, 2025, as Frederick Douglass Day in the state of Michigan.",0,,2025-02-19,Adopted,https://legiscan.com/MI/bill/HR0023/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0023
1975393,2183,HR0024,4,Passed,2025-02-19,"A resolution to declare February 15-22, 2025, as National FFA Week in the state of Michigan.","A resolution to declare February 15-22, 2025, as National FFA Week in the state of Michigan.",0,,2025-02-19,Adopted,https://legiscan.com/MI/bill/HR0024/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0024
1975432,2183,HR0025,4,Passed,2025-02-19,"A resolution to declare February 2025 as 2-1-1 Month in the state of Michigan.","A resolution to declare February 2025 as 2-1-1 Month in the state of Michigan.",0,,2025-02-19,Adopted,https://legiscan.com/MI/bill/HR0025/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0025
1982839,2183,HR0026,4,Passed,2025-02-25,"A resolution to commemorate the 34th anniversary of the United States Victory in the Gulf War and declare February 28, 2025, as Gulf War Victory Day in the state of Michigan.","A resolution to commemorate the 34th anniversary of the United States Victory in the Gulf War and declare February 28, 2025, as Gulf War Victory Day in the state of Michigan.",0,,2025-02-25,Adopted,https://legiscan.com/MI/bill/HR0026/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0026
1983186,2183,HR0027,4,Passed,2025-02-25,"A resolution to declare February 24-March 2, 2025, as Eating Disorders Awareness Week in the state of Michigan.","A resolution to declare February 24-March 2, 2025, as Eating Disorders Awareness Week in the state of Michigan.",0,,2025-02-25,Adopted,https://legiscan.com/MI/bill/HR0027/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0027
1983563,2183,HR0028,1,Introduced,2025-02-25,"A resolution to condemn the Supreme Court of the United States’ decision in Obergefell v Hodges.","A resolution to condemn the Supreme Court of the United States’ decision in Obergefell v Hodges.",899,"House Government Operations",2025-02-25,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0028/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0028
1991021,2183,HR0029,1,Introduced,2025-03-04,"A resolution to urge the United States Congress to pass legislation temporarily freezing the Adverse Effect Wage Rate for the H-2A Temporary Agricultural Workers Program.","A resolution to urge the United States Congress to pass legislation temporarily freezing the Adverse Effect Wage Rate for the H-2A Temporary Agricultural Workers Program.",808,"House Agriculture",2025-03-04,"Referred To Committee On Agriculture",https://legiscan.com/MI/bill/HR0029/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0029
1991143,2183,HR0030,4,Passed,2025-04-23,"A resolution urging the United States Congress to enact legislation that would reinstate the Department of Interior’s prior removal of the gray wolf from the endangered species list, thus allowing gray wolf population management to be handled at the state level.","A resolution urging the United States Congress to enact legislation that would reinstate the Department of Interior’s prior removal of the gray wolf from the endangered species list, thus allowing gray wolf population management to be handled at the state level.",0,,2025-04-23,Adopted,https://legiscan.com/MI/bill/HR0030/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0030
1992641,2183,HR0031,4,Passed,2025-03-05,"A resolution to declare March 2025 as Agriculture Month in the state of Michigan.","A resolution to declare March 2025 as Agriculture Month in the state of Michigan.",0,,2025-03-05,Adopted,https://legiscan.com/MI/bill/HR0031/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0031
1992407,2183,HR0032,4,Passed,2025-03-05,"A resolution to declare March 2025 as Agriculture Appreciation Month in the state of Michigan.","A resolution to declare March 2025 as Agriculture Appreciation Month in the state of Michigan.",0,,2025-03-05,Adopted,https://legiscan.com/MI/bill/HR0032/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0032
1992082,2183,HR0033,1,Introduced,2025-03-05,"A resolution calling on the United States Congress to reinstate United States Agency for International Development funding to research universities.","A resolution calling on the United States Congress to reinstate United States Agency for International Development funding to research universities.",899,"House Government Operations",2025-03-05,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0033/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0033
1992362,2183,HR0034,1,Introduced,2025-03-05,"A resolution to reaffirm our commitment to supporting Michigan’s economy by advocating for strong, fair, negotiated commercial relationships with North American trading partners.","A resolution to reaffirm our commitment to supporting Michigan’s economy by advocating for strong, fair, negotiated commercial relationships with North American trading partners.",899,"House Government Operations",2025-03-05,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0034/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0034
1992036,2183,HR0035,4,Passed,2025-03-05,"A resolution to declare March 2025 as Athletic Trainer Month in the state of Michigan.","A resolution to declare March 2025 as Athletic Trainer Month in the state of Michigan.",0,,2025-03-05,Adopted,https://legiscan.com/MI/bill/HR0035/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0035
1993974,2183,HR0036,1,Introduced,2025-03-06,"A resolution urging the federal government to prioritize creating a national strategy to curb the spread of bird flu.","A resolution urging the federal government to prioritize creating a national strategy to curb the spread of bird flu.",899,"House Government Operations",2025-03-06,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0036/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0036
1993720,2183,HR0037,4,Passed,2025-03-06,"A resolution to declare March 2025 as Women’s History Month in the state of Michigan.","A resolution to declare March 2025 as Women’s History Month in the state of Michigan.",0,,2025-03-06,Adopted,https://legiscan.com/MI/bill/HR0037/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0037
1999865,2183,HR0038,4,Passed,2025-03-11,"A resolution to declare March 11, 2025, as Community Volunteer Day in the state of Michigan.","A resolution to declare March 11, 2025, as Community Volunteer Day in the state of Michigan.",0,,2025-03-11,Adopted,https://legiscan.com/MI/bill/HR0038/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0038
1999758,2183,HR0039,4,Passed,2025-03-11,"A resolution to declare March 9-15, 2025, as Multiple Sclerosis Awareness Week in the state of Michigan.","A resolution to declare March 9-15, 2025, as Multiple Sclerosis Awareness Week in the state of Michigan.",0,,2025-03-11,Adopted,https://legiscan.com/MI/bill/HR0039/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0039
2004721,2183,HR0040,4,Passed,2025-03-12,"A resolution to strongly encourage the Michigan High School Athletic Association to promptly align its eligibility rules for high school athletes with Executive Order 14201 to preserve the integrity of competition and the safety of our female athletes.","A resolution to strongly encourage the Michigan High School Athletic Association to promptly align its eligibility rules for high school athletes with Executive Order 14201 to preserve the integrity of competition and the safety of our female athletes.",0,,2025-03-12,"Roll Call Roll Call #25 Yeas 66 Nays 43 Excused 0 Not Voting 1",https://legiscan.com/MI/bill/HR0040/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0040
2004803,2183,HR0041,4,Passed,2025-03-12,"A resolution to direct the Clerk of the House of Representatives to only present to the Governor enrolled House bills finally passed by both houses of the One Hundred Third Legislature.","A resolution to direct the Clerk of the House of Representatives to only present to the Governor enrolled House bills finally passed by both houses of the One Hundred Third Legislature.",0,,2025-03-12,Adopted,https://legiscan.com/MI/bill/HR0041/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0041
2006407,2183,HR0042,4,Passed,2025-03-13,"A resolution to declare March 2025 as Disability Awareness Month in the state of Michigan.","A resolution to declare March 2025 as Disability Awareness Month in the state of Michigan.",0,,2025-03-13,Adopted,https://legiscan.com/MI/bill/HR0042/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0042
2006055,2183,HR0043,1,Introduced,2025-03-13,"A resolution to support the Obergefell decision and to reaffirm the definition of marriage as put forth by the founding principles including the separation of church and state.","A resolution to support the Obergefell decision and to reaffirm the definition of marriage as put forth by the founding principles including the separation of church and state.",899,"House Government Operations",2025-03-13,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0043/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0043
2010246,2183,HR0044,4,Passed,2025-03-18,"A resolution of tribute offered as a memorial for Robert G. Bender, former member of the House of Representatives.","A resolution of tribute offered as a memorial for Robert G. Bender, former member of the House of Representatives.",0,,2025-03-18,"Adopted By Unanimous Standing Vote",https://legiscan.com/MI/bill/HR0044/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0044
2011077,2183,HR0045,4,Passed,2025-03-19,"A resolution to commemorate the 50th anniversary of the Ronald McDonald House Charities.","A resolution to commemorate the 50th anniversary of the Ronald McDonald House Charities.",0,,2025-03-19,Adopted,https://legiscan.com/MI/bill/HR0045/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0045
2011014,2183,HR0046,4,Passed,2025-03-20,"A resolution to declare March 22, 2025, as Michigan Water Day and World Water Day in the state of Michigan.","A resolution to declare March 22, 2025, as Michigan Water Day and World Water Day in the state of Michigan.",0,,2025-03-20,Adopted,https://legiscan.com/MI/bill/HR0046/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0046
2011035,2183,HR0047,1,Introduced,2025-03-19,"A resolution to declare March 16-22, 2025, as Sunshine Week in the state of Michigan.","A resolution to declare March 16-22, 2025, as Sunshine Week in the state of Michigan.",899,"House Government Operations",2025-03-19,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0047/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0047
2011055,2183,HR0048,1,Introduced,2025-03-19,"A resolution to direct the Clerk of the House of Representatives to promptly present to the Governor nine bills that were passed by both houses of the Legislature and ordered enrolled in December 2024.","A resolution to direct the Clerk of the House of Representatives to promptly present to the Governor nine bills that were passed by both houses of the Legislature and ordered enrolled in December 2024.",899,"House Government Operations",2025-03-19,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0048/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0048
2011874,2183,HR0049,4,Passed,2025-03-20,"A resolution to declare March 21, 2025, as Abolitionist Day in the state of Michigan.","A resolution to declare March 21, 2025, as Abolitionist Day in the state of Michigan.",0,,2025-03-20,Adopted,https://legiscan.com/MI/bill/HR0049/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0049
2011908,2183,HR0050,4,Passed,2025-03-20,"A resolution to declare March 21, 2025, as Rosie the Riveter Day in the state of Michigan.","A resolution to declare March 21, 2025, as Rosie the Riveter Day in the state of Michigan.",0,,2025-03-20,Adopted,https://legiscan.com/MI/bill/HR0050/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0050
2011989,2183,HR0051,1,Introduced,2025-03-20,"A resolution to urge the United States Department of Homeland Security to immediately release 56 million dollars in Federal Emergency Management Agency funds allocated to the state of Michigan.","A resolution to urge the United States Department of Homeland Security to immediately release 56 million dollars in Federal Emergency Management Agency funds allocated to the state of Michigan.",899,"House Government Operations",2025-03-20,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0051/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-HR-0051
